valor_gasto,edad,salario,edad_salario
1453980.0,63,2500000,157500000
70327.5,36,1500000,54000000
259958.76923076922,27,1600000,43200000
533486.0,40,2732000,109280000
662205.0,56,2000000,112000000
220919.66913568374,48,1800000,86400000
633534.0,45,3120000,140400000
945358.5365853659,25,2500000,62500000
123357.29486023445,37,1575000,58275000
1950781.0,54,4800000,259200000
350282.06896551733,48,1500000,72000000
278711.052631579,62,2000000,124000000
593921.25,24,1800000,43200000
1232943.2142857143,29,1700000,49300000
352244.0,41,1600000,65600000
838531.3235294119,33,1500000,49500000
488988.0,26,2300000,59800000
1385290.0000000002,40,2500000,100000000
904494.0,28,1850000,51800000
700073.1818181818,48,1500000,72000000
549954.0,34,4000000,136000000
123585.0,60,4500000,270000000
512785.5223880597,42,3500000,147000000
519722.1818181818,40,2400000,96000000
270376.0,48,3000000,144000000
376964.9214659686,33,2140000,70620000
290315.0,28,1500000,42000000
1075393.0,54,2800000,151200000
713571.0799224719,49,4271000,209279000
355437.2058823529,48,2600000,124800000
450509.12012856576,32,1800000,57600000
88982.0,42,1700000,71400000
547838.0,26,1700000,44200000
945265.0909090908,30,6000000,180000000
649002.0,42,2000000,84000000
1002971.4782608695,54,2860000,154440000
643241.9069767442,31,3800000,117800000
121185.0,27,1800000,48600000
875749.0,37,5000000,185000000
218706.0,61,1500000,91500000
175573.51851851857,34,1624000,55216000
489279.2116838225,43,2104538,90495134
551750.0,30,1511000,45330000
570771.6666666667,29,2200000,63800000
528474.0,51,7000000,357000000
236637.0,37,2500000,92500000
388262.7272727272,64,3000000,192000000
574702.0,40,1500000,60000000
330637.37704918033,45,4000000,180000000
17976.0,50,3000000,150000000
520440.0,51,3500000,178500000
535745.3214285715,29,1488000,43152000
525932.0,32,2700000,86400000
1405800.0,36,80000000,2880000000
273829.16483516485,38,1685000,64030000
8560.0,44,1500000,66000000
344405.0,27,2100000,56700000
969239.0,63,1800000,113400000
796405.4915343222,49,3120000,152880000
610561.5897435896,36,1900000,68400000
1046908.3662311487,57,1890114,107736498
1123353.0,49,3120000,152880000
1084824.0,33,1600000,52800000
223202.0,47,1462000,68714000
871200.0,40,2225000,89000000
846360.0,44,2600000,114400000
923818.0,29,2200000,63800000
933413.3333333335,34,2900000,98600000
1117689.0,48,4200000,201600000
107918.0,32,2600000,83200000
394148.7469684721,24,1500000,36000000
766233.3793103448,44,1600000,70400000
150516.0,49,2000000,98000000
809185.9999999999,48,10000000,480000000
466948.0,24,2000000,48000000
603305.5277777779,30,4300000,129000000
578994.0,27,2000000,54000000
525327.7931034482,50,2800000,140000000
406880.47222222225,27,2900000,78300000
353674.14634146343,27,2800000,75600000
634973.5643564357,50,1700000,85000000
410700.0,59,3000000,177000000
1028478.0,59,5000000,295000000
732050.0,34,1800000,61200000
1229880.0,48,2580000,123840000
64628.00000000001,44,3600000,158400000
846459.1666666665,38,8000000,304000000
60079.0,30,3000000,90000000
898922.2857142857,41,2000000,82000000
206045.0909090909,40,2000000,80000000
722094.0,49,2200000,107800000
498148.9407744548,35,2400000,84000000
553624.0,38,1800000,68400000
618872.0,43,2200000,94600000
8514.70588235294,39,1500000,58500000
996609.0,42,1460000,61320000
1022464.0,53,2200000,116600000
1528924.0,38,2300000,87400000
620683.4241245136,35,1800000,63000000
410140.4770769917,39,1450000,56550000
699207.1428571428,24,2200000,52800000
1235824.0,55,3181000,174955000
514200.0,51,1436000,73236000
228752.53333333327,36,3500000,126000000
439536.0,28,1500000,42000000
1550853.0,35,4500000,157500000
804120.9230769231,31,4750000,147250000
550940.0,59,1700000,100300000
227656.8,23,1800000,41400000
590384.0,63,4400000,277200000
294245.0,40,1500000,60000000
839100.0,42,6000000,252000000
659704.0,35,2300000,80500000
1277060.0,53,3000000,159000000
1256608.0,43,7000000,301000000
521802.0,51,1600000,81600000
336515.0,28,2000000,56000000
245000.0,51,8000000,408000000
684002.1855670103,28,1700000,47600000
1045866.2314049588,35,2104000,73640000
1398127.0,55,2213151,121723305
1246785.0,34,4000000,136000000
292730.0,37,1800000,66600000
377778.0,65,4200000,273000000
135133.65853658534,57,3200000,182400000
159220.3334385854,31,2534000,78554000
1121992.0,41,2120000,86920000
95700.0,39,1900000,74100000
624950.0446458136,25,1500000,37500000
386973.5757575758,34,1700000,57800000
586146.6666666667,31,2000000,62000000
384574.0,36,2415000,86940000
1040462.0,40,2200000,88000000
142425.0,42,2800000,117600000
208662.22222222228,37,1600000,59200000
290880.0,54,3000000,162000000
1452745.0,51,8500000,433500000
225421.5,29,1500000,43500000
209570.5263157895,66,1500000,99000000
406774.0,37,2000000,74000000
383140.3174603175,27,1550000,41850000
105074.0,48,4000000,192000000
806961.2972972974,51,1600000,81600000
908924.0,28,1500000,42000000
804511.4893678577,52,2813000,146276000
299396.0,30,1450000,43500000
317827.5,42,3000000,126000000
248201.7857142857,38,1500000,57000000
914625.0,42,2000000,84000000
793098.5714285714,27,1700000,45900000
359133.9437097321,51,2800000,142800000
861284.0,33,2100000,69300000
898555.9999999999,36,2500000,90000000
1071486.0,38,1560000,59280000
719603.910754575,28,2000000,56000000
865074.2424242423,33,5000000,165000000
377786.0,55,2600000,143000000
260580.0,41,2500000,102500000
1047530.0,46,1500000,69000000
748850.0,64,3518000,225152000
304046.511627907,43,2000000,86000000
813712.0,33,2000000,66000000
230050.0,48,2500000,120000000
1010194.0,26,1570000,40820000
446144.0,45,1500000,67500000
129092.0,37,3000000,111000000
345271.1119383143,38,2261000,85918000
457862.0,43,2000000,86000000
372642.0,59,2500000,147500000
395372.0,52,2000000,104000000
635586.0,56,1700000,95200000
324895.03956343787,27,1680000,45360000
164702.18181818182,50,1800000,90000000
726778.0,29,1500000,43500000
262309.0,28,2700000,75600000
1313679.0,43,6000000,258000000
190115.56626506025,44,3600000,158400000
1001994.0,37,1500000,55500000
320271.0,39,1800000,70200000
560036.0,45,3205000,144225000
398670.0,31,1500000,46500000
938963.0,33,4000000,132000000
792494.0,57,6000000,342000000
822009.0,50,1500000,75000000
345647.99870530976,56,1600000,89600000
822025.0,43,2500000,107500000
672261.0,33,2200000,72600000
1260673.9562043794,31,8900000,275900000
1208560.0,44,6981087,307167828
616683.0,57,1500000,85500000
1404544.0,64,3246000,207744000
560597.0588235294,46,5000000,230000000
743286.0,47,2700000,126900000
199555.0,59,1800000,106200000
337044.6153846154,55,3500000,192500000
464293.98011223704,42,2100000,88200000
5682376.0,25,10000000,250000000
578424.3902439025,57,2500000,142500000
637770.0,36,1700000,61200000
2096091.0,60,3500000,210000000
1143442.0,37,3000000,111000000
848454.0,39,1500000,58500000
203942.0,41,3080000,126280000
249980.0,34,3000000,102000000
562834.9756097561,51,3700000,188700000
1250727.0422535213,31,4600000,142600000
253376.0,36,2500000,90000000
625568.8007181329,54,2270000,122580000
265557.7557755776,36,1600000,57600000
827622.0,40,1600000,64000000
926748.0,39,2000000,78000000
1073470.9090909092,35,4000000,140000000
1839500.0,49,3500000,171500000
153954.0,54,2869000,154926000
648689.5384615385,40,1800000,72000000
631680.0,60,2800000,168000000
922830.0,56,2000000,112000000
1225150.0,53,10700000,567100000
1239671.0,32,4200000,134400000
670071.052631579,60,2500000,150000000
372896.0,48,1600000,76800000
720814.0,54,2800000,151200000
666099.2592592592,50,3000000,150000000
108090.0,52,1500000,78000000
215000.0,26,2000000,52000000
500886.00000000006,32,1600000,51200000
464498.0,52,1800000,93600000
260463.48387096773,39,9000000,351000000
426440.0,37,3500000,129500000
485675.2727272727,38,7000000,266000000
481519.125,48,1800000,86400000
539382.9166666667,51,2000000,102000000
541516.0,39,1500000,58500000
326765.0,50,1800000,90000000
1743375.0,39,11743000,457977000
625908.0,49,1600000,78400000
78.15789473684211,37,3000000,111000000
15186.000000000002,33,2888000,95304000
843684.0,31,1600000,49600000
749963.0,45,1500000,67500000
316783.40740740736,51,1600000,81600000
109292.44444444444,25,1600000,40000000
435831.0,56,1586000,88816000
149800.0,55,9000000,495000000
166448.14814814815,32,2000000,64000000
104688.0,58,2000000,116000000
591018.0,51,2500000,127500000
122350.0,34,2500000,85000000
232869.7101449275,53,3500000,185500000
713576.0505764225,21,4000000,84000000
337183.00569856557,58,4089000,237162000
1331318.0,60,3000000,180000000
234590.47619047613,58,8000000,464000000
555412.7222222221,59,3120000,184080000
72554.0,30,2200000,66000000
889638.7924528301,28,1900000,53200000
875107.0,26,3000000,78000000
568376.0,28,1900000,53200000
89303.7037037037,35,2200000,77000000
572441.8604651163,25,3000000,75000000
301757.9555555555,46,2300000,105800000
280587.19999999995,45,2000000,90000000
766098.0,27,2800000,75600000
575396.0,26,1600000,41600000
371052.2222222222,46,1500000,69000000
500229.25,29,1700000,49300000
347964.0,38,3142000,119396000
157423.40740740742,51,1600000,81600000
1024309.8148148148,23,1700000,39100000
164473.68421052632,38,2500000,95000000
630488.7272727273,22,2000000,44000000
324920.94339622644,28,1500000,42000000
378936.4416464246,56,2294525,128493400
307052.0,26,1500000,39000000
792906.9767441859,35,3000000,105000000
1316040.0,39,3000000,117000000
539486.6666666665,40,2000000,80000000
666400.0,59,2600000,153400000
214990.0,66,5000000,330000000
306250.0,24,1754000,42096000
496537.0,51,2400000,122400000
554960.1429613966,37,2500000,92500000
1655944.0,54,2780000,150120000
185675.7142857143,25,2000000,50000000
408815.3993174062,48,1480000,71040000
747910.0,43,2500000,107500000
879840.9523809523,33,2000000,66000000
538006.5,27,2500000,67500000
358502.9702970297,28,2160000,60480000
482328.0,28,2100000,58800000
34733.65041617123,37,2600000,96200000
655268.0,44,1790000,78760000
925562.0,40,3000000,120000000
313910.0,58,2300000,133400000
553466.0,48,3200000,153600000
857871.6279069767,45,1800000,81000000
343574.43013365736,22,7340000,161480000
336628.7206266319,35,2300000,80500000
723596.0,36,6880000,247680000
497130.0,34,2000000,68000000
804460.0000000001,31,1600000,49600000
612861.7647058824,34,2000000,68000000
357490.90909090906,55,2500000,137500000
349220.0,26,1490000,38740000
394557.0,40,1500000,60000000
1817854.6666666663,68,4000000,272000000
1603494.3626062318,39,6055000,236145000
734662.1276595745,68,12000000,816000000
157718.77082136698,24,1782000,42768000
1471895.04,58,3200000,185600000
1361035.0,46,3000000,138000000
639862.0,59,3200000,188800000
187069.66101694922,56,1450000,81200000
641966.0,55,3103000,170665000
104860.0,41,1530000,62730000
428000.0,63,3800000,239400000
511808.1512108682,28,1800000,50400000
187720.8,43,1700000,73100000
116000.0,33,2300000,75900000
1429246.0,27,3000000,81000000
659032.6056338028,44,6360000,279840000
1286422.0,37,5500000,203500000
1411128.0,32,2500000,80000000
640088.0,37,1700000,62900000
373876.0,52,1800000,93600000
438654.0,46,3000000,138000000
643056.4,35,2100000,73500000
733933.0,27,1800000,48600000
985845.0,30,1800000,54000000
895184.0,31,6800000,210800000
37022.0,56,2500000,140000000
454034.6341463415,33,1500000,49500000
40125.0,39,4000000,156000000
403576.0,27,1900000,51300000
250000.0,30,1700000,51000000
285581.36363636365,46,3000000,138000000
515912.0,27,1500000,40500000
451782.0,27,2000000,54000000
1154563.0,51,2500000,127500000
215472.65377855892,42,3690000,154980000
597387.0,43,1800000,77400000
501611.5789473684,44,2200000,96800000
606684.2428571428,30,3700000,111000000
1022194.9367088608,52,5000000,260000000
382041.5094339623,33,2000000,66000000
612547.0,33,2200000,72600000
500841.7241379311,46,3000000,138000000
400000.0,37,1500000,55500000
1184752.0,35,2384000,83440000
1165658.0,45,2700000,121500000
1137759.0,44,2000000,88000000
0.0,29,2000000,58000000
651234.0,61,1700000,103700000
849688.0,68,2000000,136000000
505067.830095489,48,1500000,72000000
288899.0,50,3100000,155000000
487509.3658536585,42,2100000,88200000
679742.957746479,37,2500000,92500000
581957.264957265,46,2000000,92000000
154080.0,57,3500000,199500000
569272.044940802,55,1700000,93500000
478759.0,28,1800000,50400000
515668.00000000006,47,3600000,169200000
361017.5757575758,47,2000000,94000000
503906.0,48,3000000,144000000
214056.58166630028,50,2598000,129900000
377099.6603773585,49,3600000,176400000
470586.0,34,2500000,85000000
2566947.0,38,5000000,190000000
1378474.0,40,5900000,236000000
550000.0,27,5100000,137700000
500000.0,30,4800000,144000000
137816.0,45,1800000,81000000
300249.3793103448,43,1600000,68800000
446860.0,44,2500000,110000000
709248.0,26,2800000,72800000
407120.0,31,1500000,46500000
788812.4397776906,61,3000000,183000000
372974.0,37,1500000,55500000
116924.0,55,1450000,79750000
1360091.0,46,2500000,115000000
237286.0,45,2600000,117000000
199000.0,49,2300000,112700000
918234.0,47,5000000,235000000
861128.0,55,12000000,660000000
104627.38131699846,36,1624000,58464000
230050.0,69,1800000,124200000
57780.0,47,3000000,141000000
479163.54098360654,57,3600000,205200000
415024.0,32,4000000,128000000
601864.0,40,2500000,100000000
1044658.0,42,2258000,94836000
652129.0,59,1700000,100300000
642608.0,60,8000000,480000000
164780.0,37,4000000,148000000
748037.7094972067,47,1500000,70500000
396094.0,30,1800000,54000000
436492.24561403506,36,3700000,133200000
1168535.0,32,2300000,73600000
1176369.0,54,1800000,97200000
365316.7224080268,49,1500000,73500000
334970.0,54,2000000,108000000
909762.0,33,1900000,62700000
644123.6666666665,41,7000000,287000000
212724.0,32,2630000,84160000
299974.0,60,3860000,231600000
699460.0,34,2000000,68000000
70045.0,42,2000000,84000000
114286.46566164155,32,1685000,53920000
476364.00000000006,58,1826980,105964840
960079.0,37,1900000,70300000
790784.9999999999,50,4864619,243230950
706604.0,34,1500000,51000000
835902.0,31,1700000,52700000
1077240.0,51,3100000,158100000
1110784.0,31,2000000,62000000
551361.7777777779,32,2000000,64000000
439581.69336384436,22,1500000,33000000
184038.0,40,3500000,140000000
310134.0,31,3388000,105028000
134509.0909090909,44,2000000,88000000
2332939.0,56,4000000,224000000
153790.85714285713,47,1600000,75200000
190499.0,34,1700000,57800000
585393.8596491228,23,2500000,57500000
157978.63469183035,40,2112758,84510320
140202.37299796456,65,3000000,195000000
235128.0,58,3200000,185600000
669178.0,43,1500000,64500000
431260.7333333333,43,2300000,98900000
943808.0,51,1800000,91800000
796797.0,26,1952414,50762764
106469.28,36,1800000,64800000
289360.0,43,1625000,69875000
325456.0,59,1800000,106200000
331326.0,47,4800000,225600000
1045460.0,56,2600000,145600000
569484.0,43,2000000,86000000
420880.8,36,3000000,108000000
146273.33333333337,24,1700000,40800000
129408.76,29,1700000,49300000
692400.0,56,3000000,168000000
593564.0,37,1474000,54538000
475080.0,49,4500000,220500000
159491.14285714287,24,3000000,72000000
611640.0,32,3000000,96000000
50000.0,49,2000000,98000000
570712.0,29,2600000,75400000
1643751.0,61,7000000,427000000
247211.0,50,2200000,110000000
911729.0,58,2800000,162400000
338523.2128514056,48,2980000,143040000
119500.0,33,1700000,56100000
26606.756756756757,27,3000000,81000000
1193342.0,51,4000000,204000000
402320.0,43,1700000,73100000
277580.0,29,2000000,58000000
801890.4217579819,31,1800000,55800000
881994.9999999999,24,3000000,72000000
999227.0,53,1993000,105629000
564820.0,37,3000000,111000000
821762.0,57,2500000,142500000
957646.0,51,2500000,127500000
1411559.0,36,2500000,90000000
151194.6666666667,62,2000000,124000000
982135.0,30,6000000,180000000
284839.79220779217,46,3120000,143520000
551904.0,39,2500000,97500000
365630.0,50,3120000,156000000
1012900.0,40,1700000,68000000
416812.2857142858,50,2700000,135000000
905776.0,57,3000000,171000000
570883.4509803922,52,2300000,119600000
1442800.0,29,3070000,89030000
560119.0,40,2200000,88000000
491910.11952191225,48,8000000,384000000
701005.1322305286,35,8461000,296135000
551056.8,59,3000000,177000000
267920.0,35,1500000,52500000
520099.0,31,2600000,80600000
176912.0,53,3150928,166999184
534119.0,36,3500000,126000000
521111.0,52,14210000,738920000
743604.0000000001,60,2400000,144000000
258830.0,24,1500000,36000000
1177630.0,41,8000000,328000000
591276.7123287672,56,3200000,179200000
679131.5,52,3000000,156000000
200000.0,32,1550000,49600000
588068.0,24,2002000,48048000
128323.92857142855,24,1800000,43200000
907655.0,46,3500000,161000000
454004.0,34,1700000,57800000
745715.2153846155,32,3300000,105600000
410024.0,53,3000000,159000000
228112.1612903226,41,2220000,91020000
683550.2325581395,27,2000000,54000000
483220.21621621615,45,2100000,94500000
255717.4117647059,36,2800000,100800000
359448.0,47,1700000,79900000
665727.0,60,2600000,156000000
45971.97289756875,59,2318000,136762000
634557.0,46,3104052,142786392
604061.3076923077,32,1800000,57600000
763924.0,59,2600000,153400000
996423.0,43,1500000,64500000
1913020.0,42,3100000,130200000
1399381.0,45,2800000,126000000
498150.0,23,1800000,41400000
350556.0,37,2040000,75480000
491337.88,30,2200000,66000000
274000.0,50,2400000,120000000
364808.4210526316,42,1600000,67200000
368936.0,22,1470000,32340000
413663.5294117647,25,3800000,95000000
527022.0,26,1600000,41600000
822362.3741007196,44,3300000,145200000
451684.00000000006,37,1700000,62900000
844388.0,31,2800000,86800000
683785.0,29,1800000,52200000
755627.1578947369,59,2800000,165200000
798899.2428571429,28,1850000,51800000
523388.0,47,4500000,211500000
689131.8898930115,20,1500000,30000000
408900.3495145631,50,3200000,160000000
1295096.0,32,2500000,80000000
545737.1428571428,40,2000000,80000000
1796375.2196836555,39,5000000,195000000
287097.89473684214,45,2000000,90000000
27856.68571428572,45,1700000,76500000
805200.0,23,1700000,39100000
701914.9999999999,44,4500000,198000000
418597.31543624157,21,1500000,31500000
947469.0,41,6500000,266500000
148798.0,51,1700000,86700000
450000.0,26,2500000,65000000
746753.0,26,1700000,44200000
143498.8888888889,29,1700000,49300000
279484.0,38,1800000,68400000
1044785.6,45,4000000,180000000
703439.9361702128,53,3300000,174900000
809360.0,33,2300000,75900000
280784.0,49,1500000,73500000
265492.5,51,2000000,102000000
1445524.8,55,10000000,550000000
880288.0,30,1800000,54000000
489800.0,57,3500000,199500000
1167760.0,27,3500000,94500000
514368.7804878049,50,1600000,80000000
268996.36363636365,45,2400000,108000000
941833.0,45,2000000,90000000
837610.9677419355,38,2000000,76000000
1407914.0,51,2300000,117300000
955742.8283119504,29,4000000,116000000
567806.0,57,5200000,296400000
72632.0,65,1800000,117000000
873269.6000000002,54,1600000,86400000
66581.0,60,2000000,120000000
481500.0,32,3000000,96000000
839080.8196721312,57,6000000,342000000
699234.0163934425,58,5000000,290000000
248000.0,57,1500000,85500000
442715.625,28,1500000,42000000
1054869.4604243853,25,2119000,52975000
749360.0,27,1500000,40500000
391013.0434782609,37,2000000,74000000
592512.0565575595,30,2867000,86010000
669359.0,48,2300000,110400000
401024.0,32,1500000,48000000
455695.0,35,20000000,700000000
487278.0,49,2200000,107800000
503658.0,28,2300000,64400000
731588.0,59,2000000,118000000
245656.75675675675,32,2000000,64000000
445294.0,27,2000000,54000000
531790.0,42,2500000,105000000
685780.0,32,1500000,48000000
960423.0215827337,30,2000000,60000000
286543.2857142857,40,1800000,72000000
611154.0,27,1511000,40797000
302000.0,29,2000000,58000000
701557.0,52,5000000,260000000
1037374.0,28,2300000,64400000
1274790.0,28,3500000,98000000
759402.0,31,3500000,108500000
446704.0,58,2600000,150800000
46000.0,29,2900000,84100000
70688.0,47,1800000,84600000
232566.89655172412,51,2000000,102000000
206594.4705882353,59,1800000,106200000
553928.0938297673,53,3500000,185500000
3456902.0,37,5200000,192400000
656872.0,37,2400000,88800000
522827.0,25,1560000,39000000
688398.0,37,2000000,74000000
743380.0,30,3500000,105000000
844433.0,40,1800000,72000000
677792.543595911,28,3000000,84000000
755640.0,67,2400000,160800000
712204.2352941177,48,1800000,86400000
505624.7947194799,57,3227000,183939000
998227.0,70,7500000,525000000
321369.9614890886,26,1600000,41600000
214877.9076923077,42,1700000,71400000
147018.0,41,2400000,98400000
673771.1248282839,32,1500000,48000000
1251240.0,53,2300000,121900000
948216.0,32,2700000,86400000
373991.2917271408,33,2000000,66000000
1246736.0,26,2500000,65000000
513386.00000000006,39,1600000,62400000
592488.9818181818,35,2700000,94500000
703000.0,33,2000000,66000000
1172590.5106321424,51,4100000,209100000
679652.0,35,2100000,73500000
584490.0,28,3000000,84000000
285086.0,47,1800000,84600000
496784.0,48,3000000,144000000
830038.0,47,2500000,117500000
481711.11220105615,21,1694336,35581056
240818.00000000003,53,1500000,79500000
239027.9726027397,27,2300000,62100000
991324.0,75,15000000,1125000000
1159705.6,38,4000000,152000000
469934.0,61,3800000,231800000
65484.0,54,1700000,91800000
24356.0,40,1500000,60000000
746029.5,55,2000000,110000000
181410.0,57,1500000,85500000
954730.8813817628,26,3060000,79560000
610424.0,57,3300000,188100000
2145477.0,32,3400000,108800000
74518.0,43,2200000,94600000
74204.0,41,1500000,61500000
182200.0,62,6000000,372000000
1243964.0449438202,49,2000000,98000000
408740.0,32,1800000,57600000
941038.0,46,2094000,96324000
258050.00000000003,59,3000000,177000000
1186232.9896907215,57,14000000,798000000
534575.0,47,1500000,70500000
135643.2,29,2200000,63800000
167040.0,61,2200000,134200000
881632.0,36,1800000,64800000
952500.0,61,3000000,183000000
766047.4181818181,39,2800000,109200000
1596694.0,33,2600000,85800000
678207.0,46,3369000,154974000
573501.0,38,1800000,68400000
515000.0,37,1500000,55500000
0.0,34,3300000,112200000
1052017.639889197,45,2176000,97920000
552274.0,29,1800000,52200000
398636.0,33,2000000,66000000
1274790.0,31,3500000,108500000
820525.0,43,1700000,73100000
42256.0,35,2290000,80150000
362555.0,55,4000000,220000000
226831.47178616887,25,1457000,36425000
1170378.0,28,1900000,53200000
259112.1355932204,25,1600000,40000000
652560.0,32,4000000,128000000
272885.7777777778,38,2000000,76000000
903806.0,55,1500000,82500000
517868.0,41,1632000,66912000
319136.0,26,2800000,72800000
148910.93333333335,32,1600000,51200000
605502.0,52,1500000,78000000
481593.00000000006,33,1624511,53608863
251124.66666666663,34,1800000,61200000
257710.0,40,1500000,60000000
222363.5,58,2500000,145000000
478209.0,27,3800000,102600000
443974.8808817296,51,3518000,179418000
485394.60869565216,38,2800000,106400000
680266.0,52,1700000,88400000
523126.28450106154,38,1648000,62624000
522348.0,35,2500000,87500000
741038.0,44,1800000,79200000
282371.35722041264,44,1520000,66880000
281011.76470588235,37,1800000,66600000
418480.0,52,2460000,127920000
96728.0,47,2800000,131600000
624579.4545454546,52,7000000,364000000
262902.1153846154,38,2700000,102600000
861921.0,40,1750000,70000000
225770.0,63,3000000,189000000
767270.0,57,2500000,142500000
1229568.6578743209,59,3000000,177000000
441578.0,28,5000000,140000000
507746.9830508474,38,1900000,72200000
629078.0,33,1500000,49500000
30504.642857142862,58,2400000,139200000
1021718.0,31,1800000,55800000
206383.7142857143,31,1500000,46500000
833405.0,60,2890000,173400000
511214.0,46,2700000,124200000
0.0,57,3800000,216600000
1070136.0,38,2200000,83600000
697907.9302325582,31,2700000,83700000
354849.90253411315,32,1500000,48000000
1038524.0,23,2300000,52900000
60953.10344827586,37,4000000,148000000
549340.0,42,2500000,105000000
510394.0,27,1500000,40500000
564006.0,27,1600000,43200000
1602422.0,50,6200000,310000000
1474654.8076923075,32,2500000,80000000
572314.4,54,2000000,108000000
44019.475409836065,59,2200000,129800000
1627682.4,43,6000000,258000000
1380365.0,42,4000000,168000000
196198.0,40,1800000,72000000
245955.0597609561,40,4000000,160000000
413020.0,50,2700000,135000000
1009138.0,48,3800000,182400000
776012.0,40,2200000,88000000
502454.4680851064,28,2000000,56000000
344589.99999999994,60,2500000,150000000
426680.0,45,3150000,141750000
346757.5,25,1640000,41000000
871284.0000000001,37,3000000,111000000
220420.00000000003,49,1590000,77910000
813145.4782608695,36,3900000,140400000
1230092.0,43,4000000,172000000
691259.2422731805,50,2830000,141500000
771470.0,52,3600000,187200000
94628.0,33,3000000,99000000
343526.80000000005,53,2000000,106000000
136318.0,52,3000000,156000000
132972.0,43,2500000,107500000
760149.1366303436,36,2122000,76392000
310450.0,33,2500000,82500000
146273.33333333337,28,1700000,47600000
398040.00000000006,44,22000000,968000000
580701.8181818182,46,6000000,276000000
383815.11627906974,32,1500000,48000000
372520.0,43,1500000,64500000
227780.0,61,3900000,237900000
482219.387755102,37,3000000,111000000
441548.0,42,2000000,84000000
970282.4242424244,47,2000000,94000000
1751809.0,42,9500000,399000000
865952.0,47,2100000,98700000
0.0,42,2200000,92400000
379218.0,27,2000000,54000000
576527.625,26,1800000,46800000
1466485.0,58,30000000,1740000000
681946.9714285714,38,1800000,68400000
341544.0,33,1474000,48642000
395998.0,52,2400000,124800000
207109.2,48,1800000,86400000
394830.0,32,1800000,57600000
343689.0,39,2500000,97500000
413882.0,43,1850000,79550000
249005.625,39,1500000,58500000
305122.0,33,1800000,59400000
733723.4042553193,53,1500000,79500000
621716.6733627963,54,1800000,97200000
624704.0697674418,50,2500000,125000000
135482.0,47,1500000,70500000
598293.7731958763,30,3200000,96000000
743111.3988486861,42,1800000,75600000
535690.0,51,1600000,81600000
442158.0,53,3400000,180200000
154386.28571428574,32,2000000,64000000
530440.0,37,1750000,64750000
610286.0,29,1700000,49300000
406854.0,36,1600000,57600000
825680.0,52,1500000,78000000
383841.9449667629,58,3200000,185600000
197251.70833333328,32,2600000,83200000
1016553.918819188,43,1980000,85140000
676734.0,65,3000000,195000000
456574.0,39,1600000,62400000
89452.0,39,1500000,58500000
863297.2731336611,52,1500000,78000000
270686.6666666666,28,1475434,41312152
589221.0,59,3753000,221427000
1207216.0,25,1800000,45000000
506257.7142857143,27,2200000,59400000
472942.0,36,1500000,54000000
364535.16666666674,30,2300000,69000000
628225.0,49,2000000,98000000
245876.0,43,1500000,64500000
282692.30363167287,22,4139000,91058000
946987.2122762149,47,1600000,75200000
249848.0,31,2000000,62000000
0.0,40,2500000,100000000
633121.6271186441,38,2700000,102600000
536177.2881355932,61,5500000,335500000
362683.4285714286,34,1600000,54400000
328380.0,38,3000000,114000000
343582.0,49,1600000,78400000
226490.27237354085,32,5000000,160000000
359100.48413125344,40,9000000,360000000
164780.0,31,3500000,108500000
437464.0,48,1780000,85440000
588747.8852553496,53,2000000,106000000
190766.0,47,8000000,376000000
1045327.0,29,1800000,52200000
1307456.0,56,2000000,112000000
797906.5439356434,55,2950000,162250000
318741.11111111107,37,2800000,103600000
631370.0,34,1800000,61200000
957252.4587155964,25,2960000,74000000
680306.0,31,4000000,124000000
690013.0,55,1670000,91850000
508440.0,37,1800000,66600000
478938.42066420655,63,3120000,196560000
949121.0,57,4000000,228000000
890786.0,40,2000000,80000000
671582.0,36,2900000,104400000
722759.9999999999,38,4800000,182400000
236242.1052631579,30,1500000,45000000
554979.3846153845,29,2100000,60900000
289925.40540540544,32,3000000,96000000
437318.2702702703,24,2400000,57600000
300991.0,38,1500000,57000000
373302.09746588697,31,1578000,48918000
139976.70967741936,43,1800000,77400000
586836.0,50,2475000,123750000
637120.0,48,3000000,144000000
919736.0,43,1690000,72670000
313800.0,46,2800000,128800000
279988.02631578944,32,1500000,48000000
840322.0,37,1900000,70300000
646969.7860924469,25,2000000,50000000
503502.0,62,1600000,99200000
448525.1428571429,63,4000000,252000000
706699.9999999999,45,4500000,202500000
513274.48275862075,41,1800000,73800000
569136.6,49,1800000,88200000
214288.88888888888,49,2000000,98000000
1239314.7755102045,40,2200000,88000000
111100.0,36,3000000,108000000
352368.4210526316,40,1500000,60000000
616996.0,30,3500000,105000000
1041712.5,30,2500000,75000000
530400.0,56,2500000,140000000
828198.0,51,2000000,102000000
443480.0,60,3200000,192000000
1077148.0,29,10000000,290000000
949638.4496124032,46,3500000,161000000
41562.125,28,2000000,56000000
130505.48387096776,44,1900000,83600000
589885.0,30,1670000,50100000
400904.05367978686,28,3898466,109157048
721418.0000000001,46,2500000,115000000
357379.99999999994,49,2200000,107800000
355731.36738624383,27,1686960,45547920
964371.2727272728,24,1800000,43200000
479167.12077547814,32,2367000,75744000
660224.0,35,1600000,56000000
211282.0,40,2350000,94000000
589621.4545454546,46,2800000,128800000
96050.81157374736,55,2000000,110000000
165797.14285714287,43,3000000,129000000
974113.0,51,1800000,91800000
